WTCHG	lane_id	seq_id	sampleID	count	batch
WTCHG_487927_279121	487927	279121	BHM00277	3544882	5
WTCHG_487927_280109	487927	280109	BHM00278	3408388	5
WTCHG_487927_281192	487927	281192	BHM00280	3611222	5
WTCHG_487927_282180	487927	282180	BHM00285	3479085	5
WTCHG_487927_283168	487927	283168	BHM00286	3600327	5
WTCHG_487927_284156	487927	284156	BHM00287	3564856	5
WTCHG_487927_285144	487927	285144	BHM00288	3515955	5
WTCHG_487927_286132	487927	286132	BHM00290	3371905	5
WTCHG_487927_287120	487927	287120	OAS00072	3453097	5
WTCHG_487927_288108	487927	288108	OAS00082	3369892	5
WTCHG_487927_289191	487927	289191	OAS00084	3867488	5
WTCHG_487927_290179	487927	290179	OAS00087	3413569	5
WTCHG_487927_291167	487927	291167	OAS00088	3511871	5
WTCHG_487927_292155	487927	292155	OAS00090	3340694	5
WTCHG_487927_293143	487927	293143	OAS00091	3396293	5
WTCHG_487927_294131	487927	294131	OAS00092	3417582	5
WTCHG_487927_295119	487927	295119	OAS00100	3032123	5
WTCHG_487927_296107	487927	296107	OAS00108	3455393	5
WTCHG_487928_201190	487928	201190	UCL00017	3167603	5
WTCHG_487928_202178	487928	202178	UCL00027	3297814	5
WTCHG_487928_203166	487928	203166	UCL00028	3293150	5
WTCHG_487928_204154	487928	204154	UCL00029	3216947	5
WTCHG_487928_205142	487928	205142	NCL00045	3435617	5
WTCHG_487928_206130	487928	206130	NCL00047	3497298	5
WTCHG_487928_207118	487928	207118	NCL00048	3366360	5
WTCHG_487928_208106	487928	208106	NCL00052	3136896	5
WTCHG_487928_209189	487928	209189	NCL00058	3374153	5
WTCHG_487928_210177	487928	210177	NCL00059	3315397	5
WTCHG_487928_211165	487928	211165	NCL00061	3283064	5
WTCHG_487928_212153	487928	212153	NCL00062	3218276	5
WTCHG_487928_213141	487928	213141	NCL00063	3397625	5
WTCHG_487928_214129	487928	214129	NCL00064	2889496	5
WTCHG_487928_215117	487928	215117	NCL00066	3325339	5
WTCHG_487928_216105	487928	216105	NCL00068	2930056	5
WTCHG_487928_217188	487928	217188	NCL00070	3229811	5
WTCHG_487928_218176	487928	218176	NCL00071	3285253	5
WTCHG_487928_219164	487928	219164	NCL00072	3363983	5
WTCHG_487928_220152	487928	220152	NCL00073	3198406	5
WTCHG_487928_221140	487928	221140	NCL00075	3356768	5
WTCHG_487928_222128	487928	222128	NCL00076	3252643	5
WTCHG_487928_223116	487928	223116	NCL00077	3472700	5
WTCHG_487928_224104	487928	224104	NCL00078	3219008	5
WTCHG_487928_225187	487928	225187	NCL00080	3405733	5
WTCHG_487928_226175	487928	226175	NCL00082	3442766	5
WTCHG_487928_227163	487928	227163	NCL00083	3131598	5
WTCHG_487928_228151	487928	228151	NCL00088	3218844	5
WTCHG_487928_229139	487928	229139	NCL00089	3282344	5
WTCHG_487928_230127	487928	230127	NCL00090	3091325	5
WTCHG_487928_231115	487928	231115	NCL00092	3004355	5
WTCHG_487928_232103	487928	232103	NCL00093	3120986	5
WTCHG_487928_233186	487928	233186	NCL00094	2855874	5
WTCHG_487928_234174	487928	234174	NCL00095	3577072	5
WTCHG_487928_235162	487928	235162	NCL00096	2907381	5
WTCHG_487928_236150	487928	236150	NCL00097	3396272	5
WTCHG_487928_237138	487928	237138	NCL00098	2906401	5
WTCHG_487928_238126	487928	238126	NCL00099	3095091	5
WTCHG_487928_239114	487928	239114	NCL00100	3328882	5
WTCHG_487928_240102	487928	240102	NCL00101	3382675	5
WTCHG_487928_241185	487928	241185	NCL00102	3247915	5
WTCHG_487928_242173	487928	242173	NCL00103	3362380	5
WTCHG_487928_243161	487928	243161	NCL00106	3423308	5
WTCHG_487928_244149	487928	244149	NCL00107	3343689	5
WTCHG_487928_245137	487928	245137	NCL00108	3174938	5
WTCHG_487928_246125	487928	246125	NCL00109	3413666	5
WTCHG_487928_247113	487928	247113	NCL00111	3208188	5
WTCHG_487928_248101	487928	248101	NCL00113	3294923	5
WTCHG_487928_249196	487928	249196	BHM00203	2512565	5
WTCHG_487928_250184	487928	250184	BHM00204	3376454	5
WTCHG_487928_251172	487928	251172	BHM00215	3355964	5
WTCHG_487928_252160	487928	252160	BHM00217	3175902	5
WTCHG_487928_253148	487928	253148	BHM00218	3132610	5
WTCHG_487928_254136	487928	254136	BHM00220	3260138	5
WTCHG_487928_255124	487928	255124	BHM00225	3189378	5
WTCHG_487928_256112	487928	256112	BHM00231	3154286	5
WTCHG_487928_257195	487928	257195	BHM00233	5042043	5
WTCHG_487928_258183	487928	258183	BHM00235	3253931	5
WTCHG_487928_259171	487928	259171	BHM00241	4010289	5
WTCHG_487928_260159	487928	260159	BHM00242	2958831	5
WTCHG_487928_261147	487928	261147	BHM00245	3194475	5
WTCHG_487928_262135	487928	262135	BHM00246	3169444	5
WTCHG_487928_263123	487928	263123	BHM00247	3578669	5
WTCHG_487928_264111	487928	264111	BHM00248	3411259	5
WTCHG_487928_265194	487928	265194	BHM00249	3569913	5
WTCHG_487928_266182	487928	266182	BHM00250	3488535	5
WTCHG_487928_267170	487928	267170	BHM00252	3563409	5
WTCHG_487928_268158	487928	268158	BHM00253	3665961	5
WTCHG_487928_269146	487928	269146	BHM00254	3492242	5
WTCHG_487928_270134	487928	270134	BHM00255	3296937	5
WTCHG_487928_271122	487928	271122	BHM00256	3254430	5
WTCHG_487928_272110	487928	272110	BHM00258	3315214	5
WTCHG_487928_273193	487928	273193	BHM00259	4761004	5
WTCHG_487928_274181	487928	274181	BHM00260	3889100	5
WTCHG_487928_275169	487928	275169	BHM00261	3389197	5
WTCHG_487928_276157	487928	276157	BHM00271	3407280	5
WTCHG_487928_277145	487928	277145	BHM00274	3020718	5
WTCHG_487928_278133	487928	278133	BHM00272	3149383	5
WTCHG_487928_279121	487928	279121	BHM00277	3379227	5
WTCHG_487928_280109	487928	280109	BHM00278	3206039	5
WTCHG_487928_281192	487928	281192	BHM00280	3401227	5
WTCHG_487928_282180	487928	282180	BHM00285	3280076	5
WTCHG_487928_283168	487928	283168	BHM00286	3406779	5
WTCHG_487928_284156	487928	284156	BHM00287	3398487	5
WTCHG_487928_285144	487928	285144	BHM00288	3314208	5
WTCHG_487928_286132	487928	286132	BHM00290	3188983	5
WTCHG_487928_287120	487928	287120	OAS00072	3253733	5
WTCHG_487928_288108	487928	288108	OAS00082	3230991	5
WTCHG_487928_289191	487928	289191	OAS00084	3639758	5
WTCHG_487928_290179	487928	290179	OAS00087	3209942	5
WTCHG_487928_291167	487928	291167	OAS00088	3305084	5
WTCHG_487928_292155	487928	292155	OAS00090	3151876	5
WTCHG_487928_293143	487928	293143	OAS00091	3141740	5
WTCHG_487928_294131	487928	294131	OAS00092	3233843	5
WTCHG_487928_295119	487928	295119	OAS00100	2867926	5
WTCHG_487928_296107	487928	296107	OAS00108	3254258	5
WTCHG_487929_201190	487929	201190	UCL00017	3285951	5
WTCHG_487929_202178	487929	202178	UCL00027	3441839	5
WTCHG_487929_203166	487929	203166	UCL00028	3433764	5
WTCHG_487929_204154	487929	204154	UCL00029	3348698	5
WTCHG_487929_205142	487929	205142	NCL00045	3561907	5
WTCHG_487929_206130	487929	206130	NCL00047	3631067	5
WTCHG_487929_207118	487929	207118	NCL00048	3499909	5
WTCHG_487929_208106	487929	208106	NCL00052	3261431	5
WTCHG_487929_209189	487929	209189	NCL00058	3489651	5
WTCHG_487929_210177	487929	210177	NCL00059	3444671	5
WTCHG_487929_211165	487929	211165	NCL00061	3410301	5
WTCHG_487929_212153	487929	212153	NCL00062	3346069	5
WTCHG_487929_213141	487929	213141	NCL00063	3535962	5
WTCHG_487929_214129	487929	214129	NCL00064	2985531	5
WTCHG_487929_215117	487929	215117	NCL00066	3444679	5
WTCHG_487929_216105	487929	216105	NCL00068	3022474	5
WTCHG_487929_217188	487929	217188	NCL00070	3353672	5
WTCHG_487929_218176	487929	218176	NCL00071	3407633	5
WTCHG_487929_219164	487929	219164	NCL00072	3494640	5
WTCHG_487929_220152	487929	220152	NCL00073	3348311	5
WTCHG_487929_221140	487929	221140	NCL00075	3469266	5
WTCHG_487929_222128	487929	222128	NCL00076	3371809	5
WTCHG_487929_223116	487929	223116	NCL00077	3595773	5
WTCHG_487929_224104	487929	224104	NCL00078	3351056	5
WTCHG_487929_225187	487929	225187	NCL00080	3515844	5
WTCHG_487929_226175	487929	226175	NCL00082	3564019	5
WTCHG_487929_227163	487929	227163	NCL00083	3257415	5
WTCHG_487929_228151	487929	228151	NCL00088	3344199	5
WTCHG_487929_229139	487929	229139	NCL00089	3407467	5
WTCHG_487929_230127	487929	230127	NCL00090	3199349	5
WTCHG_487929_231115	487929	231115	NCL00092	3090622	5
WTCHG_487929_232103	487929	232103	NCL00093	3251286	5
WTCHG_487929_233186	487929	233186	NCL00094	2947093	5
WTCHG_487929_234174	487929	234174	NCL00095	3712637	5
WTCHG_487929_235162	487929	235162	NCL00096	2995240	5
WTCHG_487929_236150	487929	236150	NCL00097	3519143	5
WTCHG_487929_237138	487929	237138	NCL00098	3021113	5
WTCHG_487929_238126	487929	238126	NCL00099	3210015	5
WTCHG_487929_239114	487929	239114	NCL00100	3468396	5
WTCHG_487929_240102	487929	240102	NCL00101	3514947	5
WTCHG_487929_241185	487929	241185	NCL00102	3383076	5
WTCHG_487929_242173	487929	242173	NCL00103	3482732	5
WTCHG_487929_243161	487929	243161	NCL00106	3578118	5
WTCHG_487929_244149	487929	244149	NCL00107	3465593	5
WTCHG_487929_245137	487929	245137	NCL00108	3311294	5
WTCHG_487929_246125	487929	246125	NCL00109	3556920	5
WTCHG_487929_247113	487929	247113	NCL00111	3312462	5
WTCHG_487929_248101	487929	248101	NCL00113	3417982	5
WTCHG_487929_249196	487929	249196	BHM00203	2607625	5
WTCHG_487929_250184	487929	250184	BHM00204	3508966	5
WTCHG_487929_251172	487929	251172	BHM00215	3471448	5
WTCHG_487929_252160	487929	252160	BHM00217	3304616	5
WTCHG_487929_253148	487929	253148	BHM00218	3265193	5
WTCHG_487929_254136	487929	254136	BHM00220	3414052	5
WTCHG_487929_255124	487929	255124	BHM00225	3326337	5
WTCHG_487929_256112	487929	256112	BHM00231	3276113	5
WTCHG_487929_257195	487929	257195	BHM00233	5235896	5
WTCHG_487929_258183	487929	258183	BHM00235	3377572	5
WTCHG_487929_259171	487929	259171	BHM00241	4154375	5
WTCHG_487929_260159	487929	260159	BHM00242	3102449	5
WTCHG_487929_261147	487929	261147	BHM00245	3336688	5
WTCHG_487929_262135	487929	262135	BHM00246	3312465	5
WTCHG_487929_263123	487929	263123	BHM00247	3723559	5
WTCHG_487929_264111	487929	264111	BHM00248	3546053	5
WTCHG_487929_265194	487929	265194	BHM00249	3688997	5
WTCHG_487929_266182	487929	266182	BHM00250	3628055	5
WTCHG_487929_267170	487929	267170	BHM00252	3722523	5
WTCHG_487929_268158	487929	268158	BHM00253	3813039	5
WTCHG_487929_269146	487929	269146	BHM00254	3642492	5
WTCHG_487929_270134	487929	270134	BHM00255	3433314	5
WTCHG_487929_271122	487929	271122	BHM00256	3400177	5
WTCHG_487929_272110	487929	272110	BHM00258	3444601	5
WTCHG_487929_273193	487929	273193	BHM00259	4933399	5
WTCHG_487929_274181	487929	274181	BHM00260	4023301	5
WTCHG_487929_275169	487929	275169	BHM00261	3532754	5
WTCHG_487929_276157	487929	276157	BHM00271	3545924	5
WTCHG_487929_277145	487929	277145	BHM00274	3153695	5
WTCHG_487929_278133	487929	278133	BHM00272	3283409	5
WTCHG_487929_279121	487929	279121	BHM00277	3500193	5
WTCHG_487929_280109	487929	280109	BHM00278	3343956	5
WTCHG_487929_281192	487929	281192	BHM00280	3537022	5
WTCHG_487929_282180	487929	282180	BHM00285	3418402	5
WTCHG_487929_283168	487929	283168	BHM00286	3541333	5
WTCHG_487929_284156	487929	284156	BHM00287	3508183	5
WTCHG_487929_285144	487929	285144	BHM00288	3455644	5
WTCHG_487929_286132	487929	286132	BHM00290	3308035	5
WTCHG_487929_287120	487929	287120	OAS00072	3384262	5
WTCHG_487929_288108	487929	288108	OAS00082	3323748	5
WTCHG_487929_289191	487929	289191	OAS00084	3789237	5
WTCHG_487929_290179	487929	290179	OAS00087	3350855	5
WTCHG_487929_291167	487929	291167	OAS00088	3451504	5
WTCHG_487929_292155	487929	292155	OAS00090	3283706	5
WTCHG_487929_293143	487929	293143	OAS00091	3312173	5
WTCHG_487929_294131	487929	294131	OAS00092	3353747	5
WTCHG_487929_295119	487929	295119	OAS00100	2980205	5
WTCHG_487929_296107	487929	296107	OAS00108	3388997	5
WTCHG_487930_201190	487930	201190	UCL00017	3168407	5
WTCHG_487930_202178	487930	202178	UCL00027	3298393	5
WTCHG_487930_203166	487930	203166	UCL00028	3290538	5
WTCHG_487930_204154	487930	204154	UCL00029	3212613	5
WTCHG_487930_205142	487930	205142	NCL00045	3429531	5
WTCHG_487930_206130	487930	206130	NCL00047	3491774	5
WTCHG_487930_207118	487930	207118	NCL00048	3362868	5
WTCHG_487930_208106	487930	208106	NCL00052	3135499	5
WTCHG_487930_209189	487930	209189	NCL00058	3374618	5
WTCHG_487930_210177	487930	210177	NCL00059	3312704	5
WTCHG_487930_211165	487930	211165	NCL00061	3275384	5
WTCHG_487930_212153	487930	212153	NCL00062	3217036	5
WTCHG_487930_213141	487930	213141	NCL00063	3386906	5
WTCHG_487930_214129	487930	214129	NCL00064	2890042	5
WTCHG_487930_215117	487930	215117	NCL00066	3318462	5
WTCHG_487930_216105	487930	216105	NCL00068	2925210	5
WTCHG_487930_217188	487930	217188	NCL00070	3224203	5
WTCHG_487930_218176	487930	218176	NCL00071	3275677	5
WTCHG_487930_219164	487930	219164	NCL00072	3357682	5
WTCHG_487930_220152	487930	220152	NCL00073	3195027	5
WTCHG_487930_221140	487930	221140	NCL00075	3346264	5
WTCHG_487930_222128	487930	222128	NCL00076	3248257	5
WTCHG_487930_223116	487930	223116	NCL00077	3471105	5
WTCHG_487930_224104	487930	224104	NCL00078	3222079	5
WTCHG_487930_225187	487930	225187	NCL00080	3398145	5
WTCHG_487930_226175	487930	226175	NCL00082	3436847	5
WTCHG_487930_227163	487930	227163	NCL00083	3122147	5
WTCHG_487930_228151	487930	228151	NCL00088	3220240	5
WTCHG_487930_229139	487930	229139	NCL00089	3278520	5
WTCHG_487930_230127	487930	230127	NCL00090	3083728	5
WTCHG_487930_231115	487930	231115	NCL00092	2994467	5
WTCHG_487930_232103	487930	232103	NCL00093	3116884	5
WTCHG_487930_233186	487930	233186	NCL00094	2855632	5
WTCHG_487930_234174	487930	234174	NCL00095	3571448	5
WTCHG_487930_235162	487930	235162	NCL00096	2901534	5
WTCHG_487930_236150	487930	236150	NCL00097	3396172	5
WTCHG_487930_237138	487930	237138	NCL00098	2907573	5
WTCHG_487930_238126	487930	238126	NCL00099	3087586	5
WTCHG_487930_239114	487930	239114	NCL00100	3322956	5
WTCHG_487930_240102	487930	240102	NCL00101	3371169	5
WTCHG_487930_241185	487930	241185	NCL00102	3250188	5
WTCHG_487930_242173	487930	242173	NCL00103	3356268	5
WTCHG_487930_243161	487930	243161	NCL00106	3411172	5
WTCHG_487930_244149	487930	244149	NCL00107	3338785	5
WTCHG_487930_245137	487930	245137	NCL00108	3169943	5
WTCHG_487930_246125	487930	246125	NCL00109	3411752	5
WTCHG_487930_247113	487930	247113	NCL00111	3196349	5
WTCHG_487930_248101	487930	248101	NCL00113	3288166	5
WTCHG_487930_249196	487930	249196	BHM00203	2511334	5
WTCHG_487930_250184	487930	250184	BHM00204	3372979	5
WTCHG_487930_251172	487930	251172	BHM00215	3351758	5
WTCHG_487930_252160	487930	252160	BHM00217	3177867	5
WTCHG_487930_253148	487930	253148	BHM00218	3135795	5
WTCHG_487930_254136	487930	254136	BHM00220	3265551	5
WTCHG_487930_255124	487930	255124	BHM00225	3183889	5
WTCHG_487930_256112	487930	256112	BHM00231	3148000	5
WTCHG_487930_257195	487930	257195	BHM00233	5032327	5
WTCHG_487930_258183	487930	258183	BHM00235	3246987	5
WTCHG_487930_259171	487930	259171	BHM00241	4004727	5
WTCHG_487930_260159	487930	260159	BHM00242	2953727	5
WTCHG_487930_261147	487930	261147	BHM00245	3187775	5
WTCHG_487930_262135	487930	262135	BHM00246	3163189	5
WTCHG_487930_263123	487930	263123	BHM00247	3571946	5
WTCHG_487930_264111	487930	264111	BHM00248	3411573	5
WTCHG_487930_265194	487930	265194	BHM00249	3562715	5
WTCHG_487930_266182	487930	266182	BHM00250	3482240	5
WTCHG_487930_267170	487930	267170	BHM00252	3556360	5
WTCHG_487930_268158	487930	268158	BHM00253	3656264	5
WTCHG_487930_269146	487930	269146	BHM00254	3478570	5
WTCHG_487930_270134	487930	270134	BHM00255	3291674	5
WTCHG_487930_271122	487930	271122	BHM00256	3244574	5
WTCHG_487930_272110	487930	272110	BHM00258	3310043	5
WTCHG_487930_273193	487930	273193	BHM00259	4760156	5
WTCHG_487930_274181	487930	274181	BHM00260	3876203	5
WTCHG_487930_275169	487930	275169	BHM00261	3385458	5
WTCHG_487930_276157	487930	276157	BHM00271	3399972	5
WTCHG_487930_277145	487930	277145	BHM00274	3014178	5
WTCHG_487930_278133	487930	278133	BHM00272	3143228	5
WTCHG_487930_279121	487930	279121	BHM00277	3370679	5
WTCHG_487930_280109	487930	280109	BHM00278	3206757	5
WTCHG_487930_281192	487930	281192	BHM00280	3396021	5
WTCHG_487930_282180	487930	282180	BHM00285	3281132	5
WTCHG_487930_283168	487930	283168	BHM00286	3387990	5
WTCHG_487930_284156	487930	284156	BHM00287	3390303	5
WTCHG_487930_285144	487930	285144	BHM00288	3310018	5
WTCHG_487930_286132	487930	286132	BHM00290	3181201	5
WTCHG_487930_287120	487930	287120	OAS00072	3245020	5
WTCHG_487930_288108	487930	288108	OAS00082	3225808	5
WTCHG_487930_289191	487930	289191	OAS00084	3638317	5
WTCHG_487930_290179	487930	290179	OAS00087	3200789	5
WTCHG_487930_291167	487930	291167	OAS00088	3308199	5
WTCHG_487930_292155	487930	292155	OAS00090	3148226	5
WTCHG_487930_293143	487930	293143	OAS00091	3144631	5
WTCHG_487930_294131	487930	294131	OAS00092	3226987	5
WTCHG_487930_295119	487930	295119	OAS00100	2865282	5
WTCHG_487930_296107	487930	296107	OAS00108	3246553	5
